book_title,author,llm_model,Prompt_type,crowd_label,question_generated
This Is Not My Hat,Jon Klassen,gemini,ZeroShot,Open-Ended,Tell me why the little fish thought he would get away.
This Is Not My Hat,Jon Klassen,gemini,ZeroShot,Distancing,Is it okay to take something that isn't yours? Why?
This Is Not My Hat,Jon Klassen,gemini,ZeroShot,Distancing,Have you ever lost something special? How did you feel?
Watercress,Andrea Wang,gemini,ZeroShot,Completion,"The family stopped their old, rusty car on the side of the ______."
Watercress,Andrea Wang,gemini,ZeroShot,Completion,"At dinner, the mom told a story about a time when her family was very ______."
Watercress,Andrea Wang,gemini,ZeroShot,Recall,What did the family find growing in the ditch?
Watercress,Andrea Wang,gemini,ZeroShot,Recall,Did the girl want to help gather the watercress at first?
Watercress,Andrea Wang,gemini,ZeroShot,Wh-Question,Why did the mom know so much about watercress?
Watercress,Andrea Wang,gemini,ZeroShot,Wh-Question,What did the family eat for dinner at the end of the story?
Watercress,Andrea Wang,gemini,ZeroShot,Open-Ended,How did the girl's feelings change from the beginning of the book to the end?
Watercress,Andrea Wang,gemini,ZeroShot,Open-Ended,Tell me about the mother's story about when she was a little girl.
Watercress,Andrea Wang,gemini,ZeroShot,Distancing,Have you ever tried a new food? Tell me about it.
Watercress,Andrea Wang,gemini,ZeroShot,Distancing,Is there a special story that your family tells?
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Completion,"That night after eating all that food, the caterpillar had a ________."
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Completion,"At the end of the story, he turned into a beautiful ________."
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Recall,What came out of the little egg on the leaf?
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Recall,What did the caterpillar eat on Sunday that made him feel better?
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Wh-Question,What did the caterpillar build around himself?
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Wh-Question,What did the caterpillar eat on Monday?
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Open-Ended,Tell me about all the colors you see on the butterfly's wings.
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Open-Ended,How do you know the caterpillar was not hungry anymore?
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Distancing,What is a food that makes you feel very full?
The Very Hungry Caterpillar,Eric Carle,gemini,FewShot,Distancing,Have you ever seen a real butterfly? What did it look like?
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Completion,I see a red bird looking at ____.
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Completion,The white dog saw a black ____.
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Recall,What animal did the blue horse see?
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Recall,What color was the cat in the story?
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Wh-Question,What animal does the brown bear see?
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Wh-Question,Who does the teacher see?
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Open-Ended,Tell me about what you see on the page with the green frog.
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Open-Ended,Look at the last page with all the animals. Which animal do you like best?
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Distancing,The book has a yellow duck. Where have you seen a duck before?
Brown Bear Brown Bear What Do You See?,Eric Carle,gemini,FewShot,Distancing,Have you ever seen a horse in real life?
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Completion,The grouchy ladybug wanted to _______.
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Completion,The whale slapped the ladybug with its _______.
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Recall,What did the two ladybugs see on the leaf to eat?
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Recall,What did the grouchy ladybug say to the friendly ladybug at the end of the story?
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Wh-Question,Who was the biggest animal the ladybug met?
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Wh-Question,Where did the story begin?
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Open-Ended,How do you know the ladybug was feeling grouchy?
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Open-Ended,Tell me what happened when the ladybug came back to the leaf at the end of the day.
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Distancing,The ladybug felt grouchy. What makes you feel grouchy?
The Grouchy Ladybug,Eric Carle,gemini,FewShot,Distancing,The friendly ladybug shared her food. Tell me about a time you shared something with a friend.
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Completion,"In January, the Hermit Crab felt that his house was too ______."
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Completion,The hermit crab thought his new house looked too ______.
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Recall,What did the starfish do to the hermit crab's house?
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Recall,What happened when the hermit crab got too big for his shell?
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Wh-Question,Who did the hermit crab meet in the forest of seaweed?
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Wh-Question,What did the lanternfish help the hermit crab do?
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Open-Ended,Tell me about all the friends on the hermit crab's shell.
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Open-Ended,How do you think the small hermit crab felt when he got a new house?
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Distancing,Have you ever moved to a new house or a new classroom?
A House for a Hermit Crab,Eric Carle,gemini,FewShot,Distancing,The hermit crab's friends helped him. How do your friends help you?
Mister Seahorse,Eric Carle,gemini,FewShot,Completion,Mrs. Seahorse laid her eggs into a pouch on Mr. Seahorse's ______.
Mister Seahorse,Eric Carle,gemini,FewShot,Completion,Mr. Tilapia could not answer because his mouth was full of ______.
Mister Seahorse,Eric Carle,gemini,FewShot,Recall,Which fish father carried the eggs on his head?
Mister Seahorse,Eric Carle,gemini,FewShot,Recall,What was Mr. Stickleback building for his eggs?
Mister Seahorse,Eric Carle,gemini,FewShot,Wh-Question,Who asked Mr. Seahorse to take care of the eggs?
Mister Seahorse,Eric Carle,gemini,FewShot,Wh-Question,What was hiding in the tall patch of weeds?
Mister Seahorse,Eric Carle,gemini,FewShot,Open-Ended,Tell me what you see happening with Mr. Seahorse here.
Mister Seahorse,Eric Carle,gemini,FewShot,Open-Ended,How do you think Mr. Seahorse felt when the babies swam away?
Mister Seahorse,Eric Carle,gemini,FewShot,Distancing,Who takes care of you in your family?
Mister Seahorse,Eric Carle,gemini,FewShot,Distancing,"Have you ever helped take care of something little, like a pet or a plant?"
The Very Busy Spider,Eric Carle,gemini,FewShot,Completion,The horse wanted to go for a ______.
The Very Busy Spider,Eric Carle,gemini,FewShot,Completion,The spider was very busy spinning her ______.
The Very Busy Spider,Eric Carle,gemini,FewShot,Recall,What did the spider catch in her web?
The Very Busy Spider,Eric Carle,gemini,FewShot,Recall,Which animal wanted to jump on the rocks?
The Very Busy Spider,Eric Carle,gemini,FewShot,Wh-Question,Who asked the spider to go for a swim?
The Very Busy Spider,Eric Carle,gemini,FewShot,Wh-Question,Where did the spider build her web?
The Very Busy Spider,Eric Carle,gemini,FewShot,Open-Ended,Tell me what you see the spider doing on this page.
The Very Busy Spider,Eric Carle,gemini,FewShot,Open-Ended,Why didn't the spider answer the other animals?
The Very Busy Spider,Eric Carle,gemini,FewShot,Distancing,Have you ever been too busy to play?
The Very Busy Spider,Eric Carle,gemini,FewShot,Distancing,The spider worked hard to build her home. Can you tell me about your home?
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Completion,"The chameleon's long, sticky tongue shot out and caught the ______."
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Completion,"At the end, the chameleon wished it could be ______."
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Recall,What animal did the chameleon get a long neck from?
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Recall,What was the chameleon hungry for when it was all mixed-up?
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Wh-Question,What did the chameleon see that had many beautiful animals?
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Wh-Question,What color did the chameleon turn when it was on the red flower?
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Open-Ended,Tell me why the chameleon couldn't catch the fly.
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Open-Ended,How do you think the chameleon felt when it wished to be itself again?
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Distancing,Tell me about a time you wished for something.
The Mixed-Up Chameleon,Eric Carle,gemini,FewShot,Distancing,What is something special about you that makes you happy?
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Completion,"""I want a big pancake,"" said ________."
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Completion,Jack took the cream home and put it in a ________.
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Recall,What did Jack want to eat for breakfast?
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Recall,Where did Jack get the egg?
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Wh-Question,Who gave Jack the flour?
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Wh-Question,What did Jack get from the spotted cow?
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Open-Ended,Tell me what Jack is doing on this page with the wheat.
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Open-Ended,How do you think Jack feels when he finally eats the pancake?
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Distancing,Have you ever helped make pancakes at home?
"Pancakes, Pancakes!",Eric Carle,gemini,FewShot,Distancing,What is your favorite food to eat for breakfast?
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Completion,Overboard goes a box with 10 little rubber ______.
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Completion,"The tenth little duck cried, ""______!"""
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Recall,How many rubber ducks fell into the sea?
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Recall,What animal did the fourth little duck meet?
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Wh-Question,Where were the rubber ducks made?
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Wh-Question,What happened to the box on the big ship?
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Open-Ended,Tell me what you see happening in the storm.
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Open-Ended,How do you think the tenth little duck felt when he met the real ducks?
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Distancing,Have you ever played with a rubber duck in the bath?
10 Little Rubber Ducks,Eric Carle,gemini,FewShot,Distancing,The ducks saw many animals in the sea. Have you ever seen a real animal in the water?
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Completion,The first train car has one big ________.
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Completion,The train is taking all the animals to the ________.
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Recall,How many hippos were in the second train car?
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Recall,What kind of animals were in the car with the number four on it?
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Wh-Question,Where are all the animals at the end of the story?
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Wh-Question,What is pulling the train?
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Open-Ended,Look at the monkeys. Tell me what they are doing.
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Open-Ended,Tell me what you see on the last page of the book.
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Distancing,Have you ever been to a zoo? What animals did you see?
"1,2,3 to the Zoo",Eric Carle,gemini,FewShot,Distancing,What is your favorite animal?
The Giving Tree,Shel Silverstein,gemini,FewShot,Completion,And the boy loved the tree very ________.
The Giving Tree,Shel Silverstein,gemini,FewShot,Completion,"Come, Boy, come and climb up my ________."
The Giving Tree,Shel Silverstein,gemini,FewShot,Recall,What did the boy make with the tree's leaves?
The Giving Tree,Shel Silverstein,gemini,FewShot,Recall,What was left of the tree at the very end of the story?
The Giving Tree,Shel Silverstein,gemini,FewShot,Wh-Question,What did the boy eat from the tree?
The Giving Tree,Shel Silverstein,gemini,FewShot,Wh-Question,What did the boy build with the tree's branches?
The Giving Tree,Shel Silverstein,gemini,FewShot,Open-Ended,Tell me what the boy and the tree did for fun at the start of the story.
The Giving Tree,Shel Silverstein,gemini,FewShot,Open-Ended,How do you know the tree was happy?
The Giving Tree,Shel Silverstein,gemini,FewShot,Distancing,The tree gave the boy her apples. Have you ever shared something with a friend?
The Giving Tree,Shel Silverstein,gemini,FewShot,Distancing,This tree is a special friend. Tell me about a special friend you have.
How to Hide a Lion,Helen Stephens,gemini,FewShot,Completion,"Iris tried to hide the lion behind the curtains, but his long, swishy ______ stuck out."
How to Hide a Lion,Helen Stephens,gemini,FewShot,Completion,"The lion helped catch the robbers, and everyone said he was a ______."
How to Hide a Lion,Helen Stephens,gemini,FewShot,Recall,What did Iris put on the lion's head?
How to Hide a Lion,Helen Stephens,gemini,FewShot,Recall,Where did the lion hide with the other lions in the town square?
How to Hide a Lion,Helen Stephens,gemini,FewShot,Wh-Question,Who found the lion in the little blue playhouse?
How to Hide a Lion,Helen Stephens,gemini,FewShot,Wh-Question,What was the lion hiding from at the start of the story?
How to Hide a Lion,Helen Stephens,gemini,FewShot,Open-Ended,Look at this page. How can you tell the grown-ups are scared of the lion?
How to Hide a Lion,Helen Stephens,gemini,FewShot,Open-Ended,Why do you think Iris wanted to hide the lion?
How to Hide a Lion,Helen Stephens,gemini,FewShot,Distancing,The lion was new in town and felt all alone. Have you ever felt all alone?
How to Hide a Lion,Helen Stephens,gemini,FewShot,Distancing,Iris took care of the lion. Who takes care of you when you need help?
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Completion,His mother sent him to his room without any ________.
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Completion,The Wild Things made Max the ________ of all wild things.
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Recall,What did Max wear when he made mischief?
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Recall,What did Max find in his room when he sailed back home?
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Wh-Question,Where did a forest grow?
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Wh-Question,What did Max use to travel across the ocean?
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Open-Ended,Look at this page. How can you tell the Wild Things are sad Max is leaving?
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Open-Ended,Tell me what is happening during the wild rumpus.
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Distancing,Max felt angry. What do you do when you feel angry?
Where the Wild Things Are,Maurice Sendak,gemini,FewShot,Distancing,"Tell me about a time you missed your home, just like Max did."
Rosie's Walk,Pat Hutchins,gemini,FewShot,Completion,Rosie the hen went for a walk across the ______.
Rosie's Walk,Pat Hutchins,gemini,FewShot,Completion,She got back in time for ______.
Rosie's Walk,Pat Hutchins,gemini,FewShot,Recall,Who went for a walk in the story?
Rosie's Walk,Pat Hutchins,gemini,FewShot,Recall,What did the fox step on in the yard?
Rosie's Walk,Pat Hutchins,gemini,FewShot,Wh-Question,Who followed Rosie on her walk?
Rosie's Walk,Pat Hutchins,gemini,FewShot,Wh-Question,What did Rosie walk over?
Rosie's Walk,Pat Hutchins,gemini,FewShot,Open-Ended,Look at this picture. Tell me what is happening to the fox.
Rosie's Walk,Pat Hutchins,gemini,FewShot,Open-Ended,Why do you think the fox is following Rosie?
Rosie's Walk,Pat Hutchins,gemini,FewShot,Distancing,Have you ever seen a chicken? Where did you see it?
Rosie's Walk,Pat Hutchins,gemini,FewShot,Distancing,Tell me about a time you went for a walk outside.
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Completion,Alma wrote her name on a piece of _______.
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Completion,"Her daddy said that Alma was for her, so she could make her own _______."
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Recall,What did Alma think about her name at the beginning of the story?
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Recall,What did Alma's grandfather José like to do?
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Wh-Question,Who told Alma the story of her name?
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Wh-Question,What did Alma's grandmother Sofía love?
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Open-Ended,How do you think Alma felt when she learned her name was special?
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Open-Ended,Tell me about one of the people Alma was named after.
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Distancing,Do you know the story of how you got your name?
Alma and How She Got Her Name,Juana Martinez-Neal,gemini,FewShot,Distancing,Tell me about someone special in your family.
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Completion,"Her mom said, ""If you can dream it, if you believe in it and work hard for it, anything is ______."""
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Completion,Mae went to the library and took out books about ______.
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Recall,What did Mae dream of being when she grew up?
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Recall,What did Mae's teacher tell her to be instead of an astronaut?
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Wh-Question,Who told Mae that her dream was possible?
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Wh-Question,Where did Mae go to learn more about space?
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Open-Ended,How do you think Mae felt when her teacher did not believe in her dream?
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Open-Ended,Tell me what Mae is doing with the boxes and tubes in her room.
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Distancing,What is a dream you have for when you grow up?
Mae Among the Stars,Roda Ahmed,gemini,FewShot,Distancing,Have you ever worked hard to learn something new?
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Completion,"Lubna found a smooth, grey ________."
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Completion,Lubna drew a happy face on Pebble with a ________.
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Recall,What did Lubna name her best friend?
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Recall,Who did Lubna give Pebble to when she had to leave?
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Wh-Question,What did Lubna and her Daddy live in?
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Wh-Question,Who is the little boy who came to the camp?
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Open-Ended,Tell me how Lubna made Pebble her friend.
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Open-Ended,How do you think Amir felt when he got Pebble?
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Distancing,Have you ever had a special toy that was your friend?
Lubna and Pebble,Wendy Meddour,gemini,FewShot,Distancing,What is something special you have shared with someone?
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Completion,"The letter to the fire station says, ""I can fetch your ________."""
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Completion,"Arfy promised the Butcher, ""I promise not to ________ on the furniture."""
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Recall,What does Arfy the dog live in?
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Recall,Who wrote a letter back to Arfy at the end?
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Wh-Question,What did Arfy write to find a home?
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Wh-Question,Who finally gave Arfy a home?
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Open-Ended,"How do you think Arfy felt when he kept getting letters that said ""no""?"
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Open-Ended,Why do you think the mail carrier gave Arfy a home?
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Distancing,Have you ever seen a mail carrier bring letters to your house?
Can I Be Your Dog?,Troy Cummings,gemini,FewShot,Distancing,Arfy was looking for a family. Who is in your family?
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Completion,The bus breathed out and opened its ________.
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Completion,"Right when they made it to the bus stop, the rain came ________ down."
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Recall,What did CJ and Nana do before they waited for the bus?
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Recall,What was the man on the bus playing?
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Wh-Question,Where did CJ and Nana get off the bus?
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Wh-Question,Who did CJ see on the bus with a dog?
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Open-Ended,How can you tell that CJ is not happy about waiting in the rain?
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Open-Ended,Tell me about the music the man played on the bus.
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Distancing,Have you ever ridden on a bus? Tell me about it.
Last Stop on Market Street,Matt de la Peña,gemini,FewShot,Distancing,What is a beautiful sound that you like to hear?
This Is Not My Hat,Jon Klassen,gemini,FewShot,Completion,"The small fish said, ""This hat is not ______."""
This Is Not My Hat,Jon Klassen,gemini,FewShot,Completion,He is going where the plants are big and tall and close ______.
This Is Not My Hat,Jon Klassen,gemini,FewShot,Recall,What did the little fish take from the big fish?
This Is Not My Hat,Jon Klassen,gemini,FewShot,Recall,Who saw the little fish swim away with the hat?
This Is Not My Hat,Jon Klassen,gemini,FewShot,Wh-Question,What is the big fish doing at the beginning of the story?
This Is Not My Hat,Jon Klassen,gemini,FewShot,Wh-Question,Where is the little fish going to hide?
This Is Not My Hat,Jon Klassen,gemini,FewShot,Open-Ended,Look at this page. How can you tell the big fish is awake now?
This Is Not My Hat,Jon Klassen,gemini,FewShot,Open-Ended,Why do you think the little fish wanted to hide from the big fish?
This Is Not My Hat,Jon Klassen,gemini,FewShot,Distancing,Have you ever lost something that was special to you?
This Is Not My Hat,Jon Klassen,gemini,FewShot,Distancing,Tell me about a time you tried to hide.
